date,model_daily_return,spy_daily_return,model_nav,spy_nav
2026-01-02,0.03495245789350301,0.0018330596423725698,1.034952457893503,1.0018330596423726
2026-01-05,-0.014161419044542142,0.0017187530421343133,1.0202960624460942,1.0035549632613436
2026-01-06,0.023559037014001756,0.005947227112347964,1.0443332551465019,1.0095233325475828
2026-01-07,-0.021149344928724265,-0.0032234001772446508,1.0222462909128711,1.0062692348585163
2026-01-08,-0.001023256470148759,-0.00010152168346500012,1.021200270781609,1.0061670767117743
2026-01-09,0.024824207054979182,0.006613388484590255,1.0465507577480924,1.0128212504704739
2026-01-12,0.004187394783517759,0.0064863330576494516,1.0509330789317732,1.0193907464288903
2026-01-13,0.007441991522551125,-0.001999473023445053,1.0587541139959522,1.017352502131056
2026-01-14,2.7212954569368628e-05,-0.004915222744839132,1.0587829258235564,1.0123519879730625
2026-01-15,0.01005223519112378,0.0027232240029890775,1.069426060810281,1.0151088492061844
2026-01-16,9.079363868689442e-05,-0.0008378844014015341,1.0695231578936486,1.01425830533571
2026-01-20,-0.004020861067298322,-0.005737388957373413,1.0652227538675,1.0084391109347526
2026-01-21,0.0330638024977363,0.011541083159159804,1.10044306861747,1.0200775905749997
2026-01-22,-3.3313765404417944e-05,0.005223163010167564,1.1004064087152412,1.0254056221135919
2026-01-23,-0.00665720309779775,0.00036285524556167736,1.0930807797623057,1.0257776959224043
2026-01-26,-0.003194571937321183,0.003244058952418305,1.0895888545780519,1.0291053792400524
2026-01-27,0.005249122236963078,0.003984250492172103,1.0953082396637646,1.0332055928537864
2026-01-28,0.01915158382765008,-0.0001006589961060067,1.1162851272328012,1.0331015914160386
2026-01-29,-0.005259813245111664,-0.001984419367757506,1.1104136759352607,1.0310514846091716
2026-01-30,-0.030414431128090735,-0.002982547677011782,1.0766410756648377,1.0279763243988709
2026-02-02,0.011052968582399205,0.00845435759477331,1.0885411556486817,1.0366672038442997
2026-02-03,0.006804051399542999,-0.008455363130712823,1.0959476456222335,1.0279018061900955
2026-02-04,-1.7255907452126554e-05,-0.0048439179057576665,1.0959287340510881,1.0229227342257308
2026-02-05,-0.002797643112984554,-0.0124892628772314,1.0928627165759481,1.0101471832948894
2026-02-06,0.015123384208624696,0.019184793975496328,1.1093904993260075,1.0295266488913297
2026-02-09,0.008585242122566698,0.006570783280393178,1.1189148853711965,1.036291445382584
2026-02-10,-0.0008901011073356536,-0.0026371021797716443,1.1179189379927132,1.0335586389530869
2026-02-11,0.0004064532926551499,-0.00023113498477123073,1.118373319825982,1.0333197473928122
2026-02-12,-0.02254191138291214,-0.015448872914552103,1.0931630475574514,1.0173561219352436
2026-02-13,0.002431645964190518,0.0007045377823615695,1.0958212330702466,1.018072887761264
2026-02-17,-0.0006184756339067896,0.003984416265966573,1.095143494338475,1.0221293139351995
2026-02-18,-0.0036557961608171484,0.005037713354905549,1.0911398729563286,1.0272785084304512
2026-02-19,0.008595992502501941,-0.002637365569283623,1.1005193031234421,1.0245691994622517
2026-02-20,0.004779242054679779,0.007231785221302411,1.1057789512589165,1.0319786638571244
2026-02-23,0.00143367223270587,-0.007908934338781037,1.1073642758368472,1.0238168123656555
2026-02-24,0.01431325194344987,0.007268513358970052,1.1232142597100758,1.0312584385434733
2026-02-25,0.0032860878492687795,0.008438276037153747,1.1269052404410347,1.0399604819135473
2026-02-26,-0.008128488145710645,-0.005554405951797015,1.1177452045527705,1.0341841192231729
2026-02-27,0.004001725676641171,-0.004801969559279806,1.1222181142377718,1.0292179985639727
2026-03-02,0.015197254667063823,0.011315739704802708,1.1392727487118353,1.0408643615352207
2026-03-03,-0.01162164119640097,-0.008814341545397508,1.1260325296014688,1.031689827550217
2026-03-04,0.015462457120654872,0.007055381465455479,1.1434437593068942,1.038968792837614
2026-03-05,-0.0011330321736655554,-0.0055755948462250515,1.1421482007388224,1.0331759237908797
2026-03-06,-0.002686745033784439,-0.013107091790493297,1.1390795397326416,1.019633992122025
2026-03-09,-0.004614976706588796,0.017827405305705257,1.1338227141898236,1.0378114205630586
2026-03-10,-0.02948786745606822,-0.001607069196751576,1.1003887002751145,1.0361435857970347
2026-03-11,0.01113142476493096,-0.0012551693717042234,1.1126375943044071,1.0348430501034545
2026-03-12,0.0035695762008125845,-0.0151849234423167,1.1166092389811655,1.01912903761282
2026-03-13,-0.005246722598810253,-0.005660180081477395,1.1107507000529628,1.0133605837336686
2026-03-16,-0.009897155572431976,0.000972537193383749,1.099757427572351,1.0143461145916586
2026-03-17,0.014575675170581177,0.0026305975119209624,1.1157871346030797,1.01701445095693
2026-03-18,0.008910941552540422,-0.013953675007322364,1.1257298485446041,1.0028233618305267
2026-03-19,0.00441285653842267,-0.002464364937880159,1.1306975328672517,1.0003520390987444
2026-03-20,-0.015297030106872462,-0.017020279897722146,1.113401218665215,0.9833257673970267
2026-03-23,0.017645596801727857,-0.004087714698234102,1.1330478476483339,0.9793062122044855
2026-03-24,0.02794615746947827,-0.0033568497522664664,1.1647121812191679,0.976018828388654
2026-03-25,0.0038645667613509196,0.0055727589473859585,1.169213289201248,0.981457946047374
2026-03-26,-0.001903805136762267,-0.017858744158138706,1.166987334935296,0.9639303396869416
2026-03-27,0.008979803752411664,-0.017051883523327982,1.1774666521845647,0.947493511809998
